;SSR;MSE;nr_variables_deleted;nr_correct_variables_deleted
0;0.11513546212691865;0.004605418485076746;4;
1;0.1164284324597672;0.004657137298390688;5;
2;0.11189930934234388;0.004475972373693755;4;
3;0.1746108139954595;0.00698443255981838;5;
4;0.0938196107958103;0.003752784431832412;5;
5;0.06052718849116036;0.0024210875396464145;5;
6;0.11565587376255003;0.004626234950502001;5;
7;0.23987855451066878;0.009595142180426751;5;
8;0.38390625875018014;0.015356250350007206;5;
9;0.15552737712923784;0.006221095085169513;5;
10;0.14392087786342977;0.005756835114537191;5;
11;0.16086774873919638;0.006434709949567855;4;
12;0.046933607359737665;0.0018773442943895067;5;
13;0.2972201972786364;0.011888807891145457;5;
14;0.07857095083311944;0.003142838033324777;5;
15;0.08747294002227336;0.0034989176008909345;5;
16;0.27743996438803253;0.011097598575521301;4;
17;0.1145194798428625;0.004580779193714499;5;
18;0.27188011221233876;0.01087520448849355;4;
19;0.11303171496038746;0.004521268598415498;5;
20;0.11996030845630315;0.004798412338252126;4;
21;0.23078914929048178;0.009231565971619272;5;
22;0.10062001545788325;0.00402480061831533;5;
23;0.3669732056249435;0.01467892822499774;4;
24;0.07737301540788237;0.003094920616315295;5;
25;0.044415831474784354;0.001776633258991374;5;
26;0.06539365688159705;0.002615746275263882;5;
27;0.17402284758422923;0.006960913903369169;5;
28;0.3028901613246627;0.012115606452986507;5;
29;0.1019969703410354;0.004079878813641416;6;
30;0.25494924896164933;0.010197969958465973;5;
31;0.04010487121304214;0.0016041948485216856;4;
32;0.15762777752103435;0.006305111100841374;5;
33;0.28222897657235557;0.011289159062894223;5;
34;0.1454958871751036;0.005819835487004143;4;
35;0.20323585653532153;0.008129434261412861;5;
36;0.08522485390182816;0.0034089941560731265;5;
37;0.259126880002827;0.01036507520011308;4;
38;0.13248921538984787;0.0052995686155939145;5;
39;0.16394673118255806;0.006557869247302323;5;
40;0.1573020202235618;0.006292080808942471;5;
41;0.17553320551256021;0.007021328220502408;5;
42;0.2356378647299126;0.009425514589196504;5;
43;0.05613775205329275;0.00224551008213171;5;
44;0.3564581978299764;0.014258327913199056;5;
45;0.10326120348223658;0.004130448139289463;5;
46;0.08150368002276638;0.0032601472009106554;4;
47;0.22917727695746132;0.009167091078298453;5;
48;0.1408481098998161;0.005633924395992644;5;
49;0.1381763344703634;0.005527053378814536;5;
50;0.14171763985173086;0.005668705594069234;4;
51;0.25485522163908325;0.01019420886556333;4;
52;0.17660013107919836;0.0070640052431679345;4;
53;0.11387187328684537;0.004554874931473814;5;
54;0.04985598276167667;0.001994239310467067;5;
55;0.18096908621298197;0.007238763448519279;5;
56;0.2650490248791624;0.010601960995166495;5;
57;0.2089315230520674;0.008357260922082697;4;
58;0.1982698700570513;0.007930794802282051;5;
59;0.16057027341298757;0.006422810936519503;4;
60;0.07890105699799291;0.0031560422799197163;5;
61;0.16638023116112519;0.006655209246445007;5;
62;0.1874977116760562;0.007499908467042248;4;
63;0.09980414163784926;0.00399216566551397;5;
64;0.23202321934762954;0.009280928773905182;5;
65;0.09160706985792924;0.00366428279431717;5;
66;0.19477714406382118;0.007791085762552847;5;
67;0.182746635944658;0.007309865437786321;4;
68;0.1751396235357538;0.007005584941430152;5;
69;0.12103162798155631;0.004841265119262253;5;
70;0.14850448367499625;0.00594017934699985;5;
71;0.24707329261350403;0.009882931704540162;5;
72;0.17997153882485342;0.007198861552994137;5;
73;0.1328457624451395;0.005313830497805579;6;
74;0.12927916748755733;0.005171166699502293;5;
75;0.12541007813967137;0.005016403125586854;5;
76;0.07255952703949713;0.002902381081579885;4;
77;0.13932349629313423;0.005572939851725369;5;
78;0.14507538200998932;0.005803015280399572;4;
79;0.33718419226303886;0.013487367690521555;4;
80;0.04746172406811761;0.0018984689627247046;4;
81;0.2623245540792472;0.010492982163169889;5;
82;0.06794080538980243;0.0027176322155920973;4;
83;0.09079852833617595;0.0036319411334470382;4;
84;0.1393665673371564;0.0055746626934862565;5;
85;0.05689180485473132;0.0022756721941892526;5;
86;0.12864599853031936;0.0051458399412127745;5;
87;0.15449825635844755;0.006179930254337902;5;
88;0.20224661236534716;0.008089864494613887;5;
89;0.10566829642879234;0.0042267318571516934;6;
90;0.14363095616884547;0.0057452382467538185;4;
91;0.2193795170388565;0.00877518068155426;5;
92;0.11348489388180176;0.0045393957552720705;5;
93;0.19105596964203467;0.007642238785681387;4;
94;0.13809411407543395;0.005523764563017358;5;
95;0.07832072004216833;0.0031328288016867333;5;
96;0.09381475042887506;0.0037525900171550023;5;
97;0.23127296945942188;0.009250918778376875;5;
98;0.03330782406505492;0.0013323129626021967;5;
99;0.21744130994536284;0.008697652397814514;5;
100;0.18411943339706294;0.007364777335882517;5;
101;0.21305228976349153;0.008522091590539661;5;
102;0.17061052910379937;0.006824421164151975;4;
103;0.12925283304110874;0.00517011332164435;5;
104;0.12104681237135867;0.004841872494854346;5;
105;0.2792096552755309;0.011168386211021236;5;
106;0.03673985593155462;0.0014695942372621848;4;
107;0.15676009377377453;0.006270403750950981;5;
108;0.19882039311756092;0.007952815724702437;5;
109;0.1803942034842468;0.007215768139369872;4;
110;0.28592349966432096;0.011436939986572837;5;
111;0.13112906635075927;0.005245162654030371;6;
112;0.3880484393359252;0.015521937573437007;5;
113;0.22590673847030143;0.009036269538812057;6;
114;0.1872452807873027;0.007489811231492108;6;
115;0.11742356342537698;0.004696942537015079;5;
116;0.04268092220698502;0.001707236888279401;5;
117;0.15875596882939472;0.0063502387531757885;5;
118;0.20223202650307073;0.008089281060122829;5;
119;0.04223646297096374;0.0016894585188385496;5;
120;0.26969268138121283;0.010787707255248514;5;
121;0.20975757475888623;0.00839030299035545;4;
122;0.10932213504450737;0.004372885401780295;5;
123;0.061477380965008294;0.002459095238600332;4;
124;0.0829896476308474;0.003319585905233896;4;
125;0.07888562285307055;0.0031554249141228217;5;
126;0.2316950479629333;0.009267801918517332;5;
127;0.14667964268308584;0.005867185707323434;5;
128;0.17983407363566728;0.007193362945426691;5;
129;0.2136480232195678;0.008545920928782712;5;
130;0.1110340417004484;0.004441361668017936;5;
131;0.16976107136092836;0.006790442854437135;4;
132;0.2047812908591571;0.008191251634366285;5;
133;0.16361695468738488;0.006544678187495395;5;
134;0.18378533497193192;0.007351413398877277;5;
135;0.11563900259234336;0.004625560103693734;4;
136;0.1476328252695985;0.00590531301078394;4;
137;0.07200822802883836;0.0028803291211535343;5;
138;0.25352187413693267;0.010140874965477307;6;
139;0.1359951086180372;0.005439804344721489;5;
140;0.305158772646001;0.01220635090584004;4;
141;0.29847251875549236;0.011938900750219694;5;
142;0.09073649168983426;0.0036294596675933706;5;
143;0.23547132941444043;0.009418853176577617;5;
144;0.07478446376753703;0.002991378550701481;5;
145;0.22993381154742285;0.009197352461896914;4;
146;0.11592704020892977;0.0046370816083571905;4;
147;0.16511090168787615;0.006604436067515046;4;
148;0.16203863180548786;0.006481545272219514;4;
149;0.26067028159327;0.0104268112637308;4;
150;0.05610211157586643;0.002244084463034657;4;
151;0.2656498982013088;0.010625995928052351;5;
152;0.11785257827432935;0.004714103130973174;5;
153;0.04886754763446527;0.0019547019053786107;4;
154;0.16975972263688938;0.006790388905475575;5;
155;0.1862264993218818;0.007449059972875272;5;
156;0.1299474382737166;0.005197897530948664;4;
157;0.07249984206945471;0.0028999936827781886;5;
158;0.24761622782024398;0.00990464911280976;5;
159;0.2357451349975976;0.009429805399903905;6;
160;0.02797920596423544;0.0011191682385694177;5;
161;0.180198192077967;0.00720792768311868;4;
