;SSR;MSE;nr_variables_deleted;nr_correct_variables_deleted
0;0.15287989463486373;0.006115195785394549;1;0
1;1.0150624066805944;0.04060249626722378;3;0
2;0.18716485478819314;0.007486594191527726;2;0
3;0.4940597438772506;0.019762389755090023;1;0
4;0.7458698358103362;0.029834793432413447;0;0
5;0.7413217330183819;0.029652869320735277;0;0
6;1.2322237128817661;0.049288948515270645;1;0
7;0.17503456149392704;0.007001382459757082;1;0
8;0.7514044922513482;0.03005617969005393;0;0
9;1.5059162113810747;0.060236648455242986;4;0
10;0.14150966049290184;0.005660386419716073;2;1
11;0.10400609805388508;0.004160243922155403;1;0
12;1.7242189024605739;0.06896875609842296;2;0
13;0.7916164383092396;0.031664657532369585;1;0
14;0.6608991958008765;0.02643596783203506;1;0
15;0.9276391959479127;0.037105567837916506;0;0
16;0.38216286946582745;0.015286514778633098;1;0
17;0.7303770123045732;0.029215080492182927;2;0
18;0.4996282025704715;0.019985128102818862;0;0
19;0.9628952833165163;0.03851581133266065;1;1
20;0.8879176670376628;0.03551670668150651;1;0
21;0.35043720886411645;0.014017488354564657;1;0
22;0.31221750097958156;0.012488700039183263;0;0
23;0.16852850048229656;0.006741140019291863;0;0
24;0.7020712437992697;0.028082849751970788;0;0
25;1.223153640065699;0.04892614560262796;3;1
26;1.0793025434629397;0.04317210173851759;2;1
27;0.22087760269350803;0.008835104107740322;1;0
28;0.5298715986688137;0.02119486394675255;1;0
29;0.8796790261394161;0.03518716104557664;1;0
30;0.27809523088913496;0.011123809235565399;1;0
31;0.9275269879434517;0.03710107951773807;2;0
32;0.25077402792262377;0.01003096111690495;0;0
33;0.8057294620447424;0.032229178481789696;3;0
34;0.09861492465408442;0.0039445969861633765;0;0
35;0.17037310462105787;0.006814924184842315;1;0
36;0.627994706528664;0.02511978826114656;0;0
37;0.6070915731891752;0.024283662927567007;1;0
38;0.17513073318377453;0.007005229327350981;0;0
39;0.3263884983733174;0.013055539934932697;1;0
40;0.14840846394225474;0.005936338557690189;0;0
41;0.9433805066660931;0.03773522026664372;0;0
42;0.5016679065419474;0.020066716261677896;0;0
43;0.6589070168575176;0.026356280674300705;1;0
44;0.5015977302646379;0.02006390921058552;0;0
45;0.8503741863315075;0.0340149674532603;1;0
46;0.9364118279253322;0.037456473117013285;1;0
