,SSR_1,MSE_1,nr_variables_deleted_1,nr_correct_variables_deleted_1,ETA_1,SSR_2,MSE_2,nr_variables_deleted_2,nr_correct_variables_deleted_2,ETA_2,SSR_3,MSE_3,nr_variables_deleted_3,nr_correct_variables_deleted_3,ETA_3,SSR_4,MSE_4,nr_variables_deleted_4,nr_correct_variables_deleted_4,ETA_4,SSR_5,MSE_5,nr_variables_deleted_5,nr_correct_variables_deleted_5,ETA_5,SSR_6,MSE_6,nr_variables_deleted_6,nr_correct_variables_deleted_6,ETA_6,SSR_7,MSE_7,nr_variables_deleted_7,nr_correct_variables_deleted_7,ETA_7,SSR_8,MSE_8,nr_variables_deleted_8,nr_correct_variables_deleted_8,ETA_8,SSR_9,MSE_9,nr_variables_deleted_9,nr_correct_variables_deleted_9,ETA_9
0,0.5438840733791495,0.005438840733791497,0,0,0.010000000000000002,0.8054148931039866,0.008054148931039867,0,0,0.010000000000000002,0.8054148931039866,0.008054148931039867,1,0,0.010000000000000002,0.8054148931039866,0.008054148931039867,2,0,0.010000000000000002,0.8053965875678513,0.008053965875678509,2,0,0.010000000000000002,0.8028536703508791,0.008028536703508797,3,1,0.010000000000000002,0.7962060783996616,0.007962060783996618,4,1,0.010000000000000002,0.7900828312032729,0.007900828312032726,5,1,0.010000000000000002,0.8062464992568065,0.00806246499256807,6,0,0.010000000000000002
1,0.5438840733791495,0.005438840733791497,0,0,0.010000000000000002,0.8105598936147306,0.008105598936147306,0,0,0.010000000000000002,0.8105231864194447,0.008105231864194448,0,0,0.010000000000000002,0.8093807148017396,0.008093807148017395,2,2,0.010000000000000002,0.8107739797672964,0.008107739797672965,1,0,0.010000000000000002,0.8093690812117216,0.008093690812117214,4,1,0.010000000000000002,0.8044835647294172,0.008044835647294173,5,1,0.010000000000000002,0.8093788510309986,0.00809378851030999,6,1,0.010000000000000002,0.8105598936147306,0.008105598936147306,7,0,0.010000000000000002
2,0.5438840733791495,0.005438840733791497,0,0,0.010000000000000002,0.8098575247443478,0.00809857524744348,0,0,0.010000000000000002,0.8098575230177844,0.00809857523017784,1,0,0.010000000000000002,0.803013417740414,0.00803013417740414,2,2,0.010000000000000002,0.8095575569609922,0.008095575569609922,2,1,0.010000000000000002,0.807391970230388,0.008073919702303879,3,1,0.010000000000000002,0.807274570988217,0.008072745709882171,4,1,0.010000000000000002,0.8109632754949292,0.008109632754949291,5,0,0.010000000000000002,0.8114661862020954,0.008114661862020955,6,0,0.010000000000000002
3,0.5438840733791495,0.005438840733791497,0,0,0.010000000000000002,0.8053329843982183,0.008053329843982182,0,0,0.010000000000000002,0.8053329843982183,0.008053329843982182,1,0,0.010000000000000002,0.782935918180313,0.007829359181803129,2,2,0.010000000000000002,0.804743287994943,0.00804743287994943,2,1,0.010000000000000002,0.802523150458502,0.008025231504585024,3,1,0.010000000000000002,0.8004085008455675,0.008004085008455675,4,1,0.010000000000000002,0.8049750259492119,0.00804975025949212,6,1,0.010000000000000002,0.8053329843982185,0.008053329843982184,7,0,0.010000000000000002
4,0.5438840733791495,0.005438840733791497,0,0,0.010000000000000002,0.7860818461849893,0.007860818461849894,0,0,0.010000000000000002,0.7860818461849893,0.007860818461849894,1,0,0.010000000000000002,0.7860818461849891,0.007860818461849894,2,0,0.010000000000000002,0.7860818461849891,0.007860818461849894,3,0,0.010000000000000002,0.7868066224525458,0.007868066224525457,4,1,0.010000000000000002,0.7854651144461667,0.007854651144461666,5,1,0.010000000000000002,0.7864304556184643,0.007864304556184639,5,0,0.010000000000000002,0.7860818461849891,0.007860818461849894,7,0,0.010000000000000002
5,0.5438840733791495,0.005438840733791497,0,0,0.010000000000000002,0.8168795786716425,0.008168795786716426,0,0,0.010000000000000002,0.8122826192457198,0.008122826192457196,1,1,0.010000000000000002,0.7922175844693183,0.007922175844693187,2,2,0.010000000000000002,0.8157106841915591,0.008157106841915594,2,1,0.010000000000000002,0.8106218361987483,0.008106218361987487,4,2,0.010000000000000002,0.8034206205941391,0.008034206205941391,5,2,0.010000000000000002,0.8032658057585326,0.008032658057585325,5,1,0.010000000000000002,0.8168795786716425,0.008168795786716426,7,0,0.010000000000000002
6,0.5438840733791495,0.005438840733791497,0,0,0.010000000000000002,0.7897478565940861,0.007897478565940861,0,0,0.010000000000000002,0.7897478565940861,0.007897478565940861,1,0,0.010000000000000002,0.7897478565940859,0.007897478565940858,2,0,0.010000000000000002,0.7897478565940859,0.007897478565940858,3,0,0.010000000000000002,0.7883080108638906,0.007883080108638908,4,1,0.010000000000000002,0.7886462326368499,0.0078864623263685,4,0,0.010000000000000002,0.7909107723067382,0.00790910772306738,5,0,0.010000000000000002,0.7897478565940859,0.007897478565940858,7,0,0.010000000000000002
7,0.5438840733791495,0.005438840733791497,0,0,0.010000000000000002,0.8203020976175137,0.00820302097617514,0,0,0.010000000000000002,0.8137998194976954,0.008137998194976953,1,1,0.010000000000000002,0.7988734877472152,0.00798873487747215,2,2,0.010000000000000002,0.8187677137524526,0.008187677137524526,2,1,0.010000000000000002,0.8176802840041938,0.008176802840041937,3,1,0.010000000000000002,0.8100039149507542,0.008100039149507543,4,1,0.010000000000000002,0.804513680065441,0.00804513680065441,5,1,0.010000000000000002,0.8208041540860375,0.008208041540860377,6,0,0.010000000000000002
8,0.5438840733791495,0.005438840733791497,0,0,0.010000000000000002,0.7906953871519083,0.007906953871519079,0,0,0.010000000000000002,0.7906953871519083,0.007906953871519079,1,0,0.010000000000000002,0.7906953871519083,0.007906953871519079,2,0,0.010000000000000002,0.7906953871519083,0.007906953871519079,3,0,0.010000000000000002,0.7901949103838571,0.007901949103838568,4,1,0.010000000000000002,0.7858392900733506,0.007858392900733506,5,1,0.010000000000000002,0.786667545077524,0.007866675450775242,6,1,0.010000000000000002,0.7906953871519083,0.007906953871519079,7,0,0.010000000000000002
9,0.5438840733791495,0.005438840733791497,0,0,0.010000000000000002,0.821405620422776,0.00821405620422776,0,0,0.010000000000000002,0.8145442075551798,0.008145442075551797,1,1,0.010000000000000002,0.8032203578541169,0.008032203578541171,2,2,0.010000000000000002,0.8196171777479121,0.008196171777479125,2,1,0.010000000000000002,0.8191581965349727,0.008191581965349727,3,1,0.010000000000000002,0.8135361504862044,0.008135361504862045,4,1,0.010000000000000002,0.8142308014299818,0.008142308014299814,6,1,0.010000000000000002,0.821405620422776,0.00821405620422776,7,0,0.010000000000000002
