,SSR_1,MSE_1,nr_variables_deleted_1,nr_correct_variables_deleted_1,SSR_2,MSE_2,nr_variables_deleted_2,nr_correct_variables_deleted_2,SSR_3,MSE_3,nr_variables_deleted_3,nr_correct_variables_deleted_3,SSR_4,MSE_4,nr_variables_deleted_4,nr_correct_variables_deleted_4,SSR_5,MSE_5,nr_variables_deleted_5,nr_correct_variables_deleted_5,SSR_6,MSE_6,nr_variables_deleted_6,nr_correct_variables_deleted_6,SSR_7,MSE_7,nr_variables_deleted_7,nr_correct_variables_deleted_7,SSR_8,MSE_8,nr_variables_deleted_8,nr_correct_variables_deleted_8,SSR_9,MSE_9,nr_variables_deleted_9,nr_correct_variables_deleted_9
0,0.296809697596853,0.00296809697596853,0,,1.0062569748614598,0.010062569748614598,1,,0.5779120823174039,0.005779120823174039,1,,0.5715306800054433,0.005715306800054432,2,,0.8129403987819103,0.008129403987819103,2,,0.9911789270985362,0.009911789270985362,3,,0.6999874851058748,0.006999874851058748,3,,0.903126488041037,0.00903126488041037,3,,0.923261809359961,0.00923261809359961,4,
1,0.2947062760056684,0.002947062760056684,0,,1.4217994885259382,0.014217994885259383,1,,0.9603856827497317,0.009603856827497316,1,,1.430968218796578,0.014309682187965779,2,,0.4195096099333052,0.004195096099333052,2,,1.3585645607962162,0.013585645607962162,3,,1.2095141970337149,0.01209514197033715,3,,1.3779977488873754,0.013779977488873753,4,,1.2317822672202547,0.012317822672202548,4,
2,0.29987976265384925,0.0029987976265384926,0,,1.3350069683886008,0.013350069683886008,1,,1.335006967628268,0.013350069676282682,2,,1.3350069740506765,0.013350069740506764,2,,0.37198389163783796,0.0037198389163783795,3,,1.2605468181893884,0.012605468181893884,3,,1.1871374770197702,0.011871374770197703,4,,0.964788398402962,0.009647883984029621,4,,0.8563341318891832,0.008563341318891832,4,
3,0.29083967873319977,0.0029083967873319975,0,,0.2940739255995738,0.002940739255995738,1,,1.073702677583261,0.01073702677583261,1,,0.8369110270093804,0.008369110270093804,1,,0.5787967884955467,0.005787967884955467,2,,1.3024852985386852,0.013024852985386852,3,,0.7740904736181071,0.007740904736181071,3,,0.8484040251854632,0.008484040251854633,4,,0.9016932176523079,0.00901693217652308,5,
4,1.1431643536816543,0.011431643536816543,0,,1.0519946235570274,0.010519946235570274,0,,1.1045042010105002,0.011045042010105002,1,,1.1045854084786433,0.011045854084786432,2,,0.41205372602533574,0.0041205372602533576,2,,1.0811882549820633,0.010811882549820634,3,,0.5881230055579827,0.005881230055579827,3,,0.7282258902676679,0.00728225890267668,4,,1.0505012516852892,0.010505012516852891,5,
5,0.3003794172116573,0.003003794172116573,0,,1.3235755005283616,0.013235755005283616,1,,0.7731537970774162,0.007731537970774162,2,,0.7991995966069113,0.007991995966069114,2,,0.498738231595416,0.004987382315954161,2,,1.3235752400992984,0.013235752400992984,3,,1.2656511950878397,0.012656511950878397,4,,1.2448667559781266,0.012448667559781267,4,,0.8733031039840424,0.008733031039840425,4,
6,1.0437089618510282,0.010437089618510283,0,,1.0092538170848393,0.010092538170848393,1,,1.027593057208772,0.01027593057208772,2,,1.0275930566064926,0.010275930566064927,3,,1.0164259118452763,0.010164259118452763,3,,0.8856928414210627,0.008856928414210628,3,,0.562691582000884,0.00562691582000884,3,,0.5409294400314935,0.005409294400314934,4,,0.6669326965853904,0.006669326965853904,4,
7,1.2296313082548864,0.012296313082548865,0,,0.2944310534279144,0.0029443105342791443,1,,0.34946673029013037,0.0034946673029013038,1,,0.4851146554606471,0.004851146554606471,2,,0.8388938511535453,0.008388938511535453,3,,0.9532649620643002,0.009532649620643003,3,,0.4871123101273045,0.004871123101273045,4,,0.5769737168567215,0.005769737168567215,4,,0.6547136056405871,0.006547136056405872,5,
8,1.263895991366391,0.01263895991366391,0,,0.2840029376954448,0.002840029376954448,1,,1.313461601989902,0.01313461601989902,1,,1.061260978038676,0.010612609780386759,1,,0.901254622888735,0.00901254622888735,2,,0.9142037725068498,0.009142037725068499,3,,1.2954983462637528,0.012954983462637529,4,,1.3109189952964821,0.013109189952964822,4,,1.4290652130540906,0.014290652130540905,4,
9,0.2789146781260113,0.0027891467812601128,0,,0.3050652415881554,0.003050652415881554,1,,0.7361872750313821,0.007361872750313822,2,,0.8080513642221178,0.008080513642221178,3,,0.8924433361788101,0.008924433361788102,3,,0.8795548445879505,0.008795548445879505,4,,0.7653430567529175,0.007653430567529175,4,,0.8735190880773123,0.008735190880773123,5,,1.1641493836823422,0.011641493836823422,5,
