,SSR_1,MSE_1,nr_variables_deleted_1,nr_correct_variables_deleted_1,ETA_1,SSR_2,MSE_2,nr_variables_deleted_2,nr_correct_variables_deleted_2,ETA_2,SSR_3,MSE_3,nr_variables_deleted_3,nr_correct_variables_deleted_3,ETA_3,SSR_4,MSE_4,nr_variables_deleted_4,nr_correct_variables_deleted_4,ETA_4,SSR_5,MSE_5,nr_variables_deleted_5,nr_correct_variables_deleted_5,ETA_5,SSR_6,MSE_6,nr_variables_deleted_6,nr_correct_variables_deleted_6,ETA_6,SSR_7,MSE_7,nr_variables_deleted_7,nr_correct_variables_deleted_7,ETA_7,SSR_8,MSE_8,nr_variables_deleted_8,nr_correct_variables_deleted_8,ETA_8,SSR_9,MSE_9,nr_variables_deleted_9,nr_correct_variables_deleted_9,ETA_9
0,15.911288597801754,0.15911288597801757,1,1,0.025,15.090287350807703,0.15090287350807702,2,2,0.04000000000000001,15.090287350807703,0.15090287350807702,3,2,0.04600000000000001,15.090287350807703,0.15090287350807702,4,2,0.049000000000000016,15.090287350807703,0.15090287350807702,5,2,0.04600000000000001,15.090287350807703,0.15090287350807702,6,2,0.046000000000000006,15.090287350807703,0.15090287350807702,7,2,0.04900000000000001,15.090287350807703,0.15090287350807702,8,2,0.05200000000000001,15.090287350807703,0.15090287350807702,9,2,0.046000000000000006
1,16.200235217923446,0.16200235217923445,0,0,0.025,16.923425630643834,0.16923425630643835,2,2,0.04000000000000001,16.923425630643834,0.16923425630643835,3,2,0.04600000000000001,16.923425630643834,0.16923425630643835,4,2,0.049000000000000016,16.923425630643834,0.16923425630643835,5,2,0.04600000000000001,16.923425630643834,0.16923425630643835,6,2,0.046000000000000006,16.923425630643834,0.16923425630643835,7,2,0.04900000000000001,16.923425630643834,0.16923425630643835,8,2,0.05200000000000001,16.923425630643834,0.16923425630643835,9,2,0.046000000000000006
2,15.899199416369386,0.15899199416369386,1,1,0.025,15.886492597622082,0.15886492597622084,2,2,0.04000000000000001,15.886492597622082,0.15886492597622084,3,2,0.04600000000000001,15.886492597622082,0.15886492597622084,4,2,0.049000000000000016,15.886492597622082,0.15886492597622084,5,2,0.04600000000000001,15.886492597622082,0.15886492597622084,6,2,0.046000000000000006,15.886492597622082,0.15886492597622084,7,2,0.04900000000000001,15.886492597622082,0.15886492597622084,8,2,0.05200000000000001,15.886492597622082,0.15886492597622084,9,2,0.046000000000000006
3,16.456284764141962,0.16456284764141965,1,1,0.025,17.13654392661351,0.1713654392661351,2,2,0.04000000000000001,17.13654392661351,0.1713654392661351,3,2,0.04600000000000001,17.13654392661351,0.1713654392661351,4,2,0.049000000000000016,17.13654392661351,0.1713654392661351,5,2,0.04600000000000001,17.13654392661351,0.1713654392661351,6,2,0.046000000000000006,17.13654392661351,0.1713654392661351,7,2,0.04900000000000001,17.13654392661351,0.1713654392661351,8,2,0.05200000000000001,17.13654392661351,0.1713654392661351,9,2,0.046000000000000006
4,15.610174560550591,0.15610174560550594,1,1,0.025,15.368489291223607,0.15368489291223597,2,2,0.04000000000000001,15.368489291223607,0.15368489291223597,3,2,0.04600000000000001,15.368489291223607,0.15368489291223597,4,2,0.049000000000000016,15.368489291223607,0.15368489291223597,5,2,0.04600000000000001,15.368489291223607,0.15368489291223597,6,2,0.046000000000000006,15.368489291223607,0.15368489291223597,7,2,0.04900000000000001,15.368489291223607,0.15368489291223597,8,2,0.05200000000000001,15.368489291223607,0.15368489291223597,9,2,0.046000000000000006
5,16.270968262263953,0.16270968262263957,1,1,0.025,16.3165033384706,0.16316503338470598,2,2,0.04000000000000001,16.3165033384706,0.16316503338470598,3,2,0.04600000000000001,16.3165033384706,0.16316503338470598,4,2,0.049000000000000016,16.3165033384706,0.16316503338470598,5,2,0.04600000000000001,16.3165033384706,0.16316503338470598,6,2,0.046000000000000006,16.3165033384706,0.16316503338470598,7,2,0.04900000000000001,16.3165033384706,0.16316503338470598,8,2,0.05200000000000001,16.3165033384706,0.16316503338470598,9,2,0.046000000000000006
6,14.956457280433069,0.14956457280433072,1,1,0.025,15.277176170208747,0.1527717617020874,2,2,0.04000000000000001,15.277176170208747,0.1527717617020874,3,2,0.04600000000000001,15.277176170208747,0.1527717617020874,4,2,0.049000000000000016,15.277176170208747,0.1527717617020874,5,2,0.04600000000000001,15.277176170208747,0.1527717617020874,6,2,0.046000000000000006,15.277176170208747,0.1527717617020874,7,2,0.04900000000000001,15.277176170208747,0.1527717617020874,8,2,0.05200000000000001,15.277176170208747,0.1527717617020874,9,2,0.046000000000000006
7,16.52551780323751,0.16525517803237513,1,1,0.025,15.94175247476491,0.15941752474764911,2,2,0.04000000000000001,15.94175247476491,0.15941752474764911,3,2,0.04600000000000001,15.94175247476491,0.15941752474764911,4,2,0.049000000000000016,15.94175247476491,0.15941752474764911,5,2,0.04600000000000001,15.94175247476491,0.15941752474764911,6,2,0.046000000000000006,15.94175247476491,0.15941752474764911,7,2,0.04900000000000001,15.94175247476491,0.15941752474764911,8,2,0.05200000000000001,15.94175247476491,0.15941752474764911,9,2,0.046000000000000006
8,16.177896827284968,0.1617789682728498,1,1,0.025,17.197081843452214,0.1719708184345221,2,2,0.04000000000000001,17.197081843452214,0.1719708184345221,3,2,0.04600000000000001,17.197081843452214,0.1719708184345221,4,2,0.049000000000000016,17.197081843452214,0.1719708184345221,5,2,0.04600000000000001,17.197081843452214,0.1719708184345221,6,2,0.046000000000000006,17.197081843452214,0.1719708184345221,7,2,0.04900000000000001,17.197081843452214,0.1719708184345221,8,2,0.05200000000000001,17.197081843452214,0.1719708184345221,9,2,0.046000000000000006
9,16.13542937188583,0.16135429371885832,0,0,0.025,16.691488958908188,0.16691488958908188,2,2,0.04000000000000001,16.691488958908188,0.16691488958908188,3,2,0.04600000000000001,16.691488958908188,0.16691488958908188,4,2,0.049000000000000016,16.691488958908188,0.16691488958908188,5,2,0.04600000000000001,16.691488958908188,0.16691488958908188,6,2,0.046000000000000006,16.691488958908188,0.16691488958908188,7,2,0.04900000000000001,16.691488958908188,0.16691488958908188,8,2,0.05200000000000001,16.691488958908188,0.16691488958908188,9,2,0.046000000000000006
